LOAD_DATE,YEAR,DATASET,SUBJECT,VARIABLE_BASE,GEO_ID,VALUE_E,VALUE_PE,STATE,COUNTY,LABEL_CATEGORY,LABEL_VALUE,LABEL_CONCEPT
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06095,67347,,California,Solano County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06095,6964,,California,Solano County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06095,43991,,California,Solano County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06095,245648,,California,Solano County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06097,12149,,California,Sonoma County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06097,27444,,California,Sonoma County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06097,11184,,California,Sonoma County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06097,2848,,California,Sonoma County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06097,43367,,California,Sonoma County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06097,410658,,California,Sonoma County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06099,13771,,California,Stanislaus County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06099,37316,,California,Stanislaus County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06099,20757,,California,Stanislaus County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06099,6688,,California,Stanislaus County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06099,47252,,California,Stanislaus County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06099,420632,,California,Stanislaus County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06101,3008,,California,Sutter County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06101,16156,,California,Sutter County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06101,4000,,California,Sutter County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06101,951,,California,Sutter County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06101,9859,,California,Sutter County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06101,68175,,California,Sutter County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06107,14298,,California,Tulare County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06107,19905,,California,Tulare County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06107,10966,,California,Tulare County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06107,262,,California,Tulare County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06107,45739,,California,Tulare County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06107,374930,,California,Tulare County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06111,15680,,California,Ventura County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06111,73674,,California,Ventura County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06111,21532,,California,Ventura County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06111,4462,,California,Ventura County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06111,90840,,California,Ventura County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06111,664175,,California,Ventura County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06113,5434,,California,Yolo County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06113,33487,,California,Yolo County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06113,7966,,California,Yolo County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06113,2430,,California,Yolo County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06113,23870,,California,Yolo County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06113,142553,,California,Yolo County,RACE,White,RACE
2021-08-24 05:39:15.350,2011,ACS1,DP05,DP05_0061,0500000US06115,3401,,California,Yuba County,RACE,American Indian and Alaska Native,RACE
2021-08-24 05:39:18.440,2011,ACS1,DP05,DP05_0062,0500000US06115,6107,,California,Yuba County,RACE,Asian,RACE
2021-08-24 05:39:13.623,2011,ACS1,DP05,DP05_0060,0500000US06115,3366,,California,Yuba County,RACE,Black or African American,RACE
2021-08-24 05:39:20.969,2011,ACS1,DP05,DP05_0063,0500000US06115,500,,California,Yuba County,RACE,Native Hawaiian and Other Pacific Islander,RACE
2021-08-24 05:39:22.858,2011,ACS1,DP05,DP05_0064,0500000US06115,9749,,California,Yuba County,RACE,Some other race,RACE
2021-08-24 05:39:10.656,2011,ACS1,DP05,DP05_0059,0500000US06115,54868,,California,Yuba County,RACE,White,RACE
